287	103
327	76
134	135
476	103
426	88
351	136
269	115
366	137
259	105
287	75
144	6
180	94
437	106
111	108
194	137
459	51
358	49
385	133
59	48
492	23
462	115
453	109
166	58
51	107
430	28
323	116
147	50
471	30
459	10
199	100
4	32
177	55
349	25
291	75
285	5
275	7
64	132
315	57
498	22
491	47
375	75
433	134
415	138
435	4
165	52
339	14
395	130
212	55
115	50
141	127
120	115
455	25
463	25
107	62
29	91
11	16
221	6
492	129
283	59
439	51
237	19
468	46
458	124
143	58
96	7
271	98
369	132
7	56
65	112
384	13
48	34
267	123
122	103
335	87
92	67
151	14
278	135
79	98
93	40
325	82
79	58
438	7
173	34
458	64
79	90
251	70
155	43
119	120
171	4
111	43
83	96
271	74
495	134
47	13
468	19
495	104
452	106
66	115
494	59
170	10
362	22
51	57
9	134
79	53
23	69
91	74
67	72
60	16
157	43
219	117
165	49
407	108
114	132
497	24
251	31
241	76
123	104
23	73
133	131
101	19
84	7
460	94
148	61
107	53
351	75
95	16
311	21
487	111
318	3
299	60
395	101
183	133
360	100
121	67
219	121
438	3
215	5
171	90
39	2
246	6
219	53
385	82
411	40
348	88
14	85
223	76
396	13
41	67
56	1
1	66
335	55
185	70
155	5
267	15
319	114
66	22
315	124
437	5
499	93
327	92
271	28
360	124
103	26
247	76
404	91
59	28
493	71
19	114
395	42
491	71
494	136
139	110
86	131
477	67
109	124
479	4
455	110
131	54
206	10
263	58
243	118
364	34
26	0
145	82
273	73
3	17
179	31
492	4
387	121
112	131
277	136
168	40
118	132
379	10
332	70
39	73
159	78
179	26
244	130
121	112
321	121
464	4
21	134
35	40
455	102
213	134
139	63
11	62
102	19
319	104
255	93
343	66
197	16
359	70
393	37
485	79
443	83
331	10
267	86
424	1
490	112
423	126
445	94
235	89
359	50
86	25
129	135
460	76
233	52
224	46
135	110
151	94
123	78
129	137
74	127
29	106
187	126
331	108
431	121
183	84
27	111
402	97
172	106
451	135
125	127
178	91
392	10
28	112
162	61
191	50
37	97
280	136
367	45
212	28
435	28
359	109
36	61
336	61
165	132
68	16
346	70
379	128
235	126
494	108
136	88
131	113
385	10
254	49
467	114
429	58
104	134
147	95
231	28
282	28
102	22
300	118
346	46
87	124
369	121
86	106
94	70
41	49
90	91
457	25
355	131
248	34
48	52
145	112
475	10
369	82
131	102
43	26
371	29
148	64
385	6
83	34
11	32
433	64
399	3
278	136
8	43
317	49
120	76
152	16
113	64
243	10
288	135
440	76
499	22
411	70
31	73
143	133
492	51
31	19
199	4
65	73
259	22
73	52
87	78
382	6
112	55
115	17
415	88
5	117
490	19
474	109
277	112
270	28
335	53
323	94
355	101
95	26
431	28
158	2
493	92
39	69
56	103
381	43
438	118
97	46
283	87
153	127
195	76
413	28
4	58
297	115
256	61
195	43
396	135
337	4
281	112
0	5
227	54
445	1
375	5
486	16
43	52
497	66
267	113
267	129
146	91
217	34
385	0
180	112
442	58
335	47
421	136
197	132
311	115
183	4
34	73
127	51
5	26
395	85
263	116
46	61
124	10
117	37
419	95
71	8
431	54
364	121
166	100
447	73
265	97
287	24
331	34
327	137
412	76
247	40
215	27
272	37
128	135
163	20
37	94
374	133
342	25
96	88
6	30
443	35
383	86
123	18
486	43
235	95
378	43
421	121
475	11
60	79
152	115
470	82
403	56
103	55
254	136
95	33
288	3
125	5
103	11
173	19
241	13
122	138
69	22
215	69
227	113
448	118
74	67
73	135
459	136
493	76
304	132
84	58
308	118
76	4
487	57
479	93
311	88
95	6
69	40
440	100
180	10
338	97
299	75
118	109
75	3
200	103
28	34
257	76
288	16
367	109
211	22
483	15
498	94
400	46
278	137
82	97
18	124
23	8
127	86
431	116
368	121
101	94
103	54
291	115
154	85
203	58
210	121
387	53
188	43
375	11
271	65
304	64
43	104
275	70
412	19
88	25
91	46
403	137
184	3
398	82
178	55
411	129
403	85
374	22
488	3
210	64
256	131
196	61
375	77
207	127
309	67
38	64
409	22
180	127
251	113
287	126
443	85
269	100
415	132
379	56
211	15
375	35
385	70
123	113
375	4
483	38
195	122
336	49
392	133
318	22
61	82
86	88
87	9
366	34
281	82
308	52
275	29
71	105
340	133
146	55
248	22
318	4
46	10
11	19
212	61
23	68
238	3
481	76
361	61
211	112
54	88
141	25
456	109
211	120
455	83
49	94
5	81
315	66
135	123
97	61
430	10
2	32
128	37
255	43
465	79
448	52
83	112
468	31
190	10
439	136
116	124
194	6
59	99
358	19
347	2
351	88
375	130
409	88
51	73
314	67
6	0
421	115
17	136
251	80
379	43
242	79
55	3
263	7
453	16
393	134
312	1
256	4
32	0
443	77
304	109
98	88
323	82
441	130
332	127
60	106
390	135
398	0
394	22
403	86
207	62
55	9
368	137
375	137
409	106
384	109
399	59
83	50
1	74
344	136
447	92
12	109
403	92
331	66
43	28
7	23
103	108
299	109
235	128
160	67
138	103
243	50
115	54
406	76
462	28
174	19
72	88
75	42
64	40
123	4
123	86
3	90
233	61
210	40
365	64
419	48
163	120
483	112
450	49
83	98
278	118
47	78
426	19
283	117
427	69
256	28
151	35
255	19
465	97
397	138
116	55
404	124
59	52
196	103
14	58
5	8
255	45
275	10
143	119
64	121
365	52
6	46
487	32
336	121
225	5
181	6
361	135
362	112
12	3
335	99
283	57
29	10
299	83
379	110
467	117
79	75
140	7
485	134
160	131
159	115
245	58
375	81
55	107
346	49
150	121
477	133
421	67
210	2
356	19
30	132
255	62
440	82
79	30
226	37
482	3
239	75
289	79
453	115
491	3
136	136
491	4
23	112
389	121
387	31
143	99
178	100
459	31
416	3
456	40
65	5
143	60
483	25
254	134
235	60
2	68
480	127
127	14
498	57
229	132
55	104
398	85
211	17
486	97
289	61
366	55
334	70
83	74
119	3
392	0
355	136
272	19
487	134
486	106
9	127
162	136
35	35
334	91
195	84
99	118
127	98
